user_id,phonenumber,gas_annual_consumption,elec_annual_consumption
948,+33 4 34 14 52 43,,3647.0
949,03 50 02 81 70,,3011.0
950,03 78 61 90 92,,3628.0
951,,,
952,+33 2 42 63 11 31,,4308.0
953,+33 3 65 91 59 02,,4281.0
954,+33 3 36 95 46 60,,3818.0
955,02 24 86 42 82,,3183.0
956,,,
957,07 86 35 16 56,,4559.0
958,01 87 12 22 03,,4477.0
959,03 61 72 42 45,3167.0,
960,+33 2 19 26 37 92,,3255.0
961,,,
962,+33 4 03 32 48 03,,3176.0
963,03 81 95 79 93,,4124.0
964,+33 1 25 71 54 17,3289.0,1454.0
965,06 45 30 92 65,,4410.0
966,+33 6 79 47 63 60,,4698.0
967,+33 4 06 62 27 41,,4640.0
968,04 57 25 71 64,,3551.0
969,,,
970,01 41 97 74 10,,4712.0
971,02 76 34 25 42,,3097.0
972,+33 7 70 71 96 31,3851.0,1513.0
973,02 26 22 72 09,,3023.0
974,,,
975,+33 3 96 10 73 43,,4151.0
976,+33 6 82 96 76 65,3271.0,1181.0
977,,,
978,04 47 70 73 45,,4544.0
979,+33 3 69 19 51 50,,3153.0
980,,,
981,06 21 96 35 67,,3815.0
982,,,
983,,,
984,,,
985,,,
986,+33 6 92 98 81 76,,4394.0
987,,,
988,+33 6 52 95 63 39,,4209.0
989,,,
990,07 52 62 65 59,,3885.0
991,,,
992,,,
993,+33 2 60 30 36 56,3092.0,1603.0
994,,,
995,,,
996,02 39 54 04 74,3214.0,1448.0
997,+33 3 96 10 36 66,3206.0,1428.0
998,03 34 22 56 03,,4961.0
999,01 12 14 51 10,,3269.0
